id,nama_sekolah,alamat,kontak,nspn
366,SMA Bidayatul Hidayah,Jl. Amd Komp Ponpes Bani Utsman Pasar Panimbang,-,20600443
367,SMAN 7 Pandeglang,Jl. Raya Panimbang Km. 1,-,20600463
368,SMAN 13 Pandeglang,Jl. Raya Rego Km. 4,-,20600470
369,SMAN 9 Pandeglang,Jl. Raya Panimbang-Perdana,-,20600461
370,MA Muhammadiyah,Kubang Kondang,-,20600983
371,MA Ahlussunnah Wal Jamaah,Simanying Menes,-,20600970
372,MA Nurul Arifin,Kadutomo,-,20600981
373,MA K Turus,Pondok Pesantren Turus,-,20600974
374,MA Masyariqul Anwar,Jl. Perintis Kemerdekaan Caringin,-,20600986
375,MA Mathlaul Huda,Bengkung Dalembalar,-,20600984
376,MA Turus,Jl. Raya Rangkas Bitung Po Box 02,-,20600957
377,MA Anwarul Hidayah,Jl. Raya Labuan Km.11 Simpang Tiga Ciputri Alaswangi,-,20600960
378,MA Al-Hidayah,Kp. Kadulawang,-,20600963
379,MA Al Ishlah,Jl. Raya Rangkas Km. 4,-,20600966
380,MAN Cihideung,Jl. Raya Labuan Km.9 Batubantar Cimanuk Pandeglang,-,20600973
381,MA Daarul Hasan,Kp. Cikeusik Ds. Cikeusik,-,20600976
382,MA Al-Hikmah,Jl. Raya Labuan Km. 15,-,20600969
383,MA Darul Huda,Kp. Gima,-,20600977
384,MA Nurul Falah,Jl. Rego Km. 4 Kaung Caang,-,20600980
385,MA Liulil Albab,Supakalas Ds. Ciherang,-,20600989
386,MA Darussaadah,Jl. Raya Labuan Km. 16,-,20600991
387,MA Malnu Kananga,Jl. Raya Desa Kananga,-,20600988
388,MA Hidayatul Mubtadiin,Sobang,-,20600990
389,SMA Banten Raya,Jl.Ir.H.Djuanda / Komplek Sd Pasir Tariti,-,20601851
390,SMAN 3 Rangkasbitung,Jl.Letnan Muharam No.5,-,20601871
391,SMAN 1 Cipanas,Jl.Raya Muncang No 44,-,20601879
392,SMAN 2 Rangkasbitung,Jl.Siliwangi Rangkasbitung,-,20601872
393,SMAN 1 Gunung Kencana,Jl.Raya Cijaku Km.3 Gunung Kencana,-,20601878
394,MAN Rangkas Bitung,Jl. Siliwangi - Pasir Ona,-,20602250
395,MA Bani Fadil,Kp. Papanggo Ds. Mekarsari - Kec. Rangkasbitung,-,20602240
396,MA Daar El-Kutub,Bayah Barat Bayah,-,20602238
397,MA Al- Riyadhul Janah,Jl. Maja Jasinga Km 1 - Kec. Maja,-,20602245
398,MA Al Islah,Batu Jaya Desa Datarcae,-,20602248
399,MA Daarul Qoriin,Kp. Cibeureum Ds. Aweh - Kec. Kalanganyar,-,20602251
400,MA Al-Khoiriyyah,Leuwi Simbut Muara Dua,-,20602243
401,MA Al Ittihad,Jl. Raya Pandeglang Km.10 - Kec. Warunggunung,-,20602247
402,SMA Daarul Archam,Jl.Raya Rajeg Mauk No. 49,-,20603165
403,SMA Alfa Sanah,Kp.Anamui,-,20603170
404,SMA Al-Husna,Jl.Raya Plp Curug,-,20603171
405,SMA Cemerlang,Nyima Melati Rt 01 / No 36 Pondok Kelor Sepatan,-,20603162
406,SMAN 7 Kota Tangerang Selatan,Villa Melati Ma Blok. J Serpong Utara Telp. 5388818 Fax. 53153677,-,20603267
407,SMA Dharma Bhakti Cisoka,Jl. Taman Adiyasa Cisoka,-,20603250
408,SMAN 11 Kabupaten Tangerang,Jl. Kh. Hasyim Ashari Sepatan,-,20603251
409,SMA Dharma Karya Ut,Talas 11/30,-,20603313
410,SMA PGRI 83 Legok,Jl. Alun-Alun Babakan Legok,-,20603325
411,SMA Islam Azhar Bumi Serpong Damai,Puspita Loka Sektor 32 Bumi Serpong Damai,-,20603342
412,SMA Islam Nurul Huda,Syekh Nawawi Tanara,-,20603344
413,SMA Moh Husni Thamrin,Jl. Hs Nawi Situ Gintung Cempaka Putih Ciputat Timur,-,20603314
414,SMA Mater Dei Pamulang,Puspitek Raya Pamulang,-,20603328
415,SMA Muhammadiyah 25,Jl.Surya Kencana No. 29,-,20603316
416,SMA Islam Gintung,Jl. Raya Mauk No. 5-7 Gintung Sukadiri,-,20603343
417,SMA Nusantara Unggul,Jln. Raya Pekayon Km. 1 Ds. Pekayon Kec. Sukadiri 280300,-,20603320
418,SMA Dua Mei,H.Abdul Gani No. 125,-,20603329
419,SMA Muhammadiyah,Jl.Raya Serang Km.12.5,-,20603315
420,SMA Mabad,Komplek Mabad,-,20603350
421,SMAN 7 Kabupaten Tangerang,Jl. Raya Kresek Km 09 Patrasana Kresek,-,20603365
422,SMA Yadika 6,Jl. Jurang Mangu Barat Raya No. 25 Pondok Aren,-,20603383
423,SMAN 16 Kabupaten Tangerang,Jl. Raya Serang Km. 35 Jayanti,-,20603363
424,SMA Santa Ursula,Letnan Sutopo Sektor 12,-,20603376
425,SMA K Bpk Penabur Gs,Kelapa Gading Barat Raya,-,20603357
426,SMA Tunas Harapan Balaraja,Jl.Raya Bunar Desa Saga,-,20603381
427,SMA Pramita,Jl. Kampus Pramita Binong Curug,-,20603372
428,SMA Tarsisius Vireta,Jl. Danau Singkarak Raya Ae 8-9 Vila Regensi Ii Gelam Jaya Pasarkemis,-,20603379
429,SMA Yaspita,Jl. Raya Serpong Km. 08,-,20603369
430,SMA Plus Pembangunan Jaya,Taman Makam Bahagia Abri,-,20603371
431,SMA Ruhul Bayan,Cisauk Legok,-,20603375
432,MA Daarul Falahiyyah,Kp. Panggang Rt.03/03 Slapanjang Cisoka,-,20603973
433,MAN Serpong,Jl. Raya Serpong,-,20603983
434,MAN Balaraja,Jl. Raya Serang Km. 24,-,20603979
435,MA Al Falahiyah Al Asytari,Ds. Cirumpak Kronjo,-,20603988
436,MA Al Marwah,Kp. Melayu Timur Teluknaga,-,20603967
437,MA Al Hikmah,Jl. Kh. Abdurrohman No.1,-,20603991
438,MA Al Amin,Sumur Bandung,-,20603987
439,MA Al Khaeriyah,Jl. Kh. Astari Kandanggede,-,20603965
440,MAN Insan Cendekia,Jl. Cendekia Sektor Xi Bsd,-,20603980
441,MA Nurul Falah,Kp. Gurudug,-,20604011
442,MA Jammiyah Islamiyah,Jurang Mangu Timur,-,20604016
443,MA Sepatan,Jl. Raya Mauk Km. 11 Komp. Masjid Awwabin Sepatan 15520,-,20604003
444,MA Raudhatut Tullab,Jl. Mauk-Kronjo Km.07 Kp.Ds.Banyawakan Klebet Kemiri,-,20604001
445,MA Nurul Falah Cadas,Jl. Otista Raya Mauk Km. 7 Cadas,-,20604010
446,MA NurussaAdah,Jl. H.M. Nur Kp. Br. Kandang,-,20603997
447,MA ManbaUl Hikmah,Kenged,-,20604018
448,MA Nurul Falah,Ciater Barat Rt 05/01,-,20604023
449,MA Perintis Futuhiyyah,Benda Rt 02/ Rw 03,-,20603998
450,MA Muhammadiyah Ciputat,Jl. Dewi Sartika Nangka,-,20604020
451,MA Miftahul Huda,Jl. Aria Jaya Sentika Km. 2.5,-,20604019
452,MA Nur As Sholihat,Kp. Perigi Lk Wetan,-,20604021
453,MA El Syarief,Kampung Pasir Rt 05/ 02,-,20603994
454,MA Sunanul Husna,Jl. Menjangan 11,-,20604006
455,SMAN 1 Petir,Jl. Raya Baros Petir Km. 12 Petir Serang,-,20605091
456,SMAN 3 Kota Serang,Jl. Raya Taktakan,-,20605094
457,SMAN 1 Pamarayan,Jl. Pekalongan Bojong Loa Pamarayan,-,20605100
458,SMAN 1 Pontang,Jl. Kubang Puji Pontang,-,20605092
459,SMAN 1 Kota Serang,Jl. Jend A.Yani No.39 Serang,-,20605093
460,SMAN 1 Mancak,Jl. Raya Libadak Anyar,-,20605109
461,SMAN 1 Padarincang,Palka Padarincang,-,20605101
462,SMAN 1 Kibin,Jalan Raya Jakarta Km. 14 Kibin,-,20605107
463,SMAN 1 Tirtayasa,Jl. Sultan Agung Tirtayasa,-,20605095
464,SMAN 1 Jawilan,Jl. Perum Sejahtera Jawilan,-,20605105
465,SMA Bina Putra Bangsa,Jl.Raya Jakarta Km. 9,-,20605326
466,SMA Informatika,Jl. Kh. Amin Jasuta No. 15 B,-,20605342
467,SMA Prisma,Jl. Raya Jakarta Km 4,-,20605347
468,SMA Bina Putra Kopo,Jl. Sebe Karamat,-,20605325
469,SMA Fatahillah,Jl. Waringin Kurung No.229,-,20605329
470,SMA Al-Mukhtariah,Jl. Renged,-,20605331
471,SMA Al-Husen Tunjung Teja,Jl. Kh. Abdul Kabier,-,20605337
472,SMA Almaarif,Jl. Cikande Carenang,-,20605330
473,SMA Terpadu Bani Nur,Jl. Raya Pandeglang Km 14 - Baros,-,20605324
474,SMA Yp 17 Serang,Jl. Jenderal Sudirman,-,20605352
475,SMA Nurul Falah Petir,Jl.Petir Cadas Sari Petir,-,20605360
476,SMA Mardi Yuana Serang,Kh. Syam`Un No. 3 Serang,-,20605357
477,SMAN 1 Carenang,Jl. Kp. Teras Carenang,-,20605366
478,SMA Nurul Fatah Cikande,Jl. Cikande-Nambo Udik Km. 1.5,-,20605361
479,SMA Yapisa Kopo,Jl. Parakan - Sangereng,-,20605350
480,MA Syekh Bajang,Desa Tenjoayu,-,20605621
481,MA Sulthan Agung Tirtayasa,Tirtayasa,-,20605620
482,MA Riyadhul Huda Assidiqi,Kp. Jati Gede Desa Cakung,-,20605618
483,MA Raudlatul Ulum,Jl. Jaha Gudang Areng,-,20605606
484,MA Ulumul QurAn,Jl. Ki. Fathoni No. 51,-,20605622
485,MA At Toyyibiyyah,Badak Masbid,-,20605655
486,MA Daar Al-Ilmi Serang,Jl. Empat Lima Cikulur,-,20605656
487,MA Al Ittihad,Jl. Syekh Nawawi Pedaleman,-,20605667
488,MA Al-Khairiyah Pontang,Jl. Ciptayasa Km. 13 Pontang,-,20605662
489,MA Daar El Khairat,Kp. Bakung Turus,-,20605658
490,MA Darul Hikmah,Kp. Cakung,-,20605685
491,MA Daar El Qurro,Renged Binuang Serang,-,20605659
492,MA Al Fathaniyah,Jl. Raya Pandeglang Km. 3 Komp. Tembong Indah Rt. 02/01 Kel. Tembong Kec. Cipocok Jaya Kota Serang 6,-,20605665
493,MAN 1 Serang,Jl. Empat Lima Cikulur,-,20605651
494,MA Daar Et-Taqwa,Jl. Kh. Akhmad Gozali No.1,-,20605683
495,MA Ikhlas,Jl. Rangkasbitung Km. 10,-,20605702
496,MA Ihsaniyah,Jl. Mayor Syafei No. 51 Serang,-,20605701
497,MA Nurul Huda,Kp. Sawah,-,20605694
498,MA Nur El Fallah Kubang,Jl. Kh. Abdul Kabier Km. 2,-,20605690
499,MA Nurul Hidayah,Kp. Pengrango,-,20605693
500,MA Darussalam,Ds. Nyompok,-,20605700
501,SMAN 2 Ks Cilegon,Jl. Semang Raya No. 1 Komp. Ks. Cilegon,-,20606271
502,SMA Al Khairiyah 2 Cilegon,Kp. Gunungwatu Kel. Kotasari,-,20606297
503,SMA Muhammadiyah Cilegon,Jl. Perintis No 03 Link,-,20606290
504,SMA Bina Bangsa Cilegon,Jl. Desa Kec. Purwakarta,-,20606294
505,SMA Maflhul Ummah,Jl. Raya Anyar Km 9,-,20606292
506,MA Al Khairiyah Tegal Buntu,Jl. Sunan Muria Tegal Buntu,-,20606347
507,MA Raudlatul Ulum,Jl.Fatahillah Bojong Baru,-,20606341
508,MA Al Jauharotunnaqiyah Cibeber,Jl. Serang -Cilegon Km.02,-,20606349
509,SMA Kafah Unggul,Jl. Raden Saleh No.56,-,20606500
510,SMA Islamic Centre,Jl.Ciujung Raya No.4,-,20606501
511,SMA Mojopahit,Jl. H. Mencong Sudimara Timur Ciledug. Tangerang,-,20606520
512,SMA Kosgoro,Komplek Lap. Rawa Kambing,-,20606511
513,SMA Islam Asy Syukriyah,Jl. Hasyim Ashari Km.3,-,20606502
514,SMA Harapan Bangsa,Jl.Pulau Putri Raya Kav.10 Kota Modern,-,20606505
515,SMA Nusantara 1,Cisadane V Perum I Tangerang,-,20606514
516,SMA MiftahussaAdah,Jl. Ketapang,-,20606521
517,SMA Daarul Muqorrobin,Jl. H. Jali 12 Kunciran Jaya,-,20606510
518,SMA Muhammadiyah 2,Jl.Kh.Maulana Hasanudin No.63,-,20606518
519,SMA Markus,Jl.Mhh. Thamrin,-,20606522
520,SMA Daan Mogot,Jl. Gatot Subroto Km.5,-,20606525
521,SMA Babussalam,Jl.Merdeka Raya Pabuaran,-,20606544
522,SMA Al Husna,Jl.A.Damyati,-,20606551
523,SMA Al Mubarok,Jl. Kh. Maja . Panunggangan,-,20606550
524,SMA Annurmaniyah,Jl. Cipto Mangunkusumo No.62,-,20606547
525,SMA PGRI 109,Jl. Untung Surapati No.4,-,20606679
526,SMAN 3 Tangerang,Jl.Kh.Hasyim Ashari No.6,-,20606847
527,SMA St.Thomas Aquino,Jl. Kapling Surya Pabuaran,-,20606833
528,SMAN 7 Tangerang,Jl. Perintis Kemerdekaan No.1,-,20606829
529,SMAN 6 Tangerang,Jl. Nyi Ma Melati No.2,-,20606830
530,SMAN 13 Tangerang,Jl.Kh.Hasyim Ashari,-,20606849
531,SMAN 9 Tangerang,Jl. H. Jali No.9,-,20606813
532,SMA Yadika 3,Jl.Raden Saleh No.11,-,20606843
533,SMAN 2 Tangerang,Jl. Tmp. Taruna Sukaasih,-,20606848
534,SMA Prasetya,Jl. Komplek Pepabri  Kunciran Pinang,-,20606839
535,SMAN 1 Tangerang,Jl. Daan Mogot,-,20606853
536,SMA Puspita,Jl.Cisadane Iv No.124,-,20606837
537,SMA PGRI 117,Jl.Hos. Cokroaminoto No.41,-,20606857
538,SMA Yuppentek 4,Jl. Perintis Kemerdekaan 1/1,-,20606854
539,SMA Yuppentek 2,Jl. Raden Fatah Km.1 Ciledug,-,20606855
540,SMA Yuppentek 1,Jl. Perintis Kemerdekaan,-,20606856
541,MAN Cipondoh,Jl. Panglima Polim No.6,-,20607085
542,MA Al Ijtihad,Jl. As Salam,-,20607069
543,MAN Tangerang,Jl. Lampa Raya - Cimone Permai,-,20607070
544,MA Daarus Saadah,Jl. Wijaya Kusuma 1,-,20607063
545,MA Nurul Huda,Jl. Kh. Hashim Ashari,-,20607072
546,SMA N 11 Kota Tangerang Selatan,Jl. Raya Ciputat,-,20613563
547,SMAN 14 Tangerang,20607502,-,20607501
548,SMA Nusa Bangsa,Jl. Irigasi Kp. Gunung,-,20607502
549,SMA Negeri Cmbbs,Jl. Raya Pandeglang - Labuan Km. 3,-,20607805
550,SMA Negeri 1 Cileles,Kp. Kopi Desa Prabugantungan,-,20607819
551,SMA Nurul Madany Cipanas,Jl. Raya Cipanas Km 35 Kp. Babakan Pedes,-,20607820
552,SMA PGRI Rangkasbitung,Jl. Dewi Sartika No. 45 L,-,20607821
553,SMA Negeri 1 Wanasalam,Jl. Raya Binuangeun,-,20607854
554,SMA Al Farhan Cipanas,Jl. Rangkasbitung-Bogor Km. 34.,-,20607855
555,SMA La Tansa Cipanas,Jl. Raya Bogor Km 45 Cipanas,-,20607856
556,SMA Negeri 1 Muncang,Jl.Raya Muncang,-,20607862
557,SMAN 14 Kabupaten Tangerang,Jl. Raya Daon Perum Sukatani Rajeg,-,20613543
558,SMA Yaspih,Jl. Rajeg,-,20613542
559,SMA Al Azhariah,Jl.Sukasari,-,20613540
560,SMK Al- Musyarafah,Jl. Raya Labuan Km.13 Sambolo,-,20616318
561,SMK Muhammadiyah Leuwidamar,Jl. Leuwidamar Ciboleger Km 14,-,20616329
562,SMA Fatahillah,Jl. Raya,-,20616340
563,MA Daarul Falah,Jl Pusri Kemang Km 01 Lingk Ciloang Kel Sumur Pecung Serang,-,20616349
564,SMK Kharisma,Jl.Raya Rancaiyuh Rt 11 Rw03 Desa Rancaiyuh Panongan Tangerang Banten,-,20616352
565,SMK Al Fattah,Jl Aria Jaya Sentika Pasir Bolang Tigaraksa Tangerang  Tlp 021-5992299,-,20616360
566,SMK Cemerlang,Jl Suka Karya No 35 Rt 01/10 Babakan Asem,-,20616361
567,SMA Terpadu Al-Qudwah,Jl. Maulana Hasanudin Kp. Cempa Rt.01/Rw. 01,-,20616362
568,SMK Muhammadiyah 3,Jl. Dewi Sartika,-,20616368
569,SMK Tri Pelita Bangsa,Jl. Raya Labuan Km 3 Cipacung,-,20616374
570,SMA Anderson,Kp. Ciater Rawa Mekar Jaya,-,20616379
571,MA Ardaniah,Kp  Pantogan Ds Panggung Jati Kec Taktakan Kota Serang,-,20616382
572,SMK As Shof,Kp. Cikupaeun,-,20616387
573,SMA Cendikia Al Falah,Jl.Salimah N0.02 Rt.11/04,-,20616391
574,SMK Teknologi Teluknaga,Jl.Raya Kampung Melayu Km.09 Teluknaga,-,20616392
575,SMK Atisa Dipamkara,Jl. Villa Permata Komplek Vihara Vajra Bumi Nusantara Lippo Karawaci,-,20616396
576,MA Al-Muhtadi,Jl.Raya Babat Kp.Cakung,-,20616397
577,MA Pii Al Munir,Kp. Salinggara,-,20616402
578,MA Al-Attihadul Mubarak,Jl.Rajawali Kp.Rajeg,-,20616408
579,MA Al Hasanah,Kp. Sajira Babakan,-,20616410
580,SMA SinarMA World Academy,Jl. Tm Pahlawan Seribu,-,20616411
581,SMK Plus Berkualitas Lengkong Mandiri ( Blm ),Jl. Raya Parigi Serpong,-,20616415
582,MA Al Khobar,Jl. Raya Cileles Km.05 Koncang Wetan 11,-,20616416
583,SMA Al-Mizan Li Tahfidzil Quran,Jl. Jend Sudirman Km.03 Ancol - Narimbang,-,20616426
584,SMA Al Huda,Jln. Mesjid Baetutaqwa,-,20616429
585,SMA Al-Huda,Jln. Mesjid Baetutaqwa,-,20616433
586,SMK Falatehan,Jl. At-Taqwa No 2 Rt 01/02 Serpong,-,20616440
587,MA Nahdlatul Ulum,Jl Nawawi Muda Rt 06/Rw01 Kp Cempaka,-,20616467
588,MA Al-Hikmah,Jl. Raya Cileles Km 16 Ds. Muncang Kopong,-,20616486
589,SMA Al Azkiya,Kp. Muncang Ds. Muncang Kec. Muncang Kab. Lebak,-,20616487
590,MA Darul Anwar Boarding School,Jl. Raya Karang Bolong - Jambu Kp. Nangkabeurit,-,20616489
591,MA Al-Ittihad Jayasari,Jl. Tentara Manunggal Masuk Desa (Tmmd) Km. 22,-,20616496
592,SMK Putri Mandiri,Kp. Langan Sari Rt 02 Rw 05 Cimandiri Panggarangan,-,20616517
593,MA Jamiyatul Qurro,Jl. H. Umar Kp. Cirako Ds. Cijeruk,-,20616530
594,SMK Al-Kautsar,Jl. Raya Ciminyak-Sobang Km 01 Desa Ciminyak,-,20616537
595,SMK Negeri 1 Gunung Kencana,Jl. Raya Malingping - Gunung Kencana,-,20616539
596,SMK Negeri  Cirinten,Komplek Kecamatan Cirinten,-,20616545
597,MA Kota Santri,Kp.Rawa Saban Rt.03/02,-,20616547
598,SMA Daar Et Thohirin,Jl. Cisoka,-,20616548
599,SMA Al Husna Kedaung,Jl. Kh. Umar No.12 Rancalang Kedaung Mekarbaru,-,20616549
600,MA Hidayatut Thalibin,Kp,-,20616550
601,SMAN 15 Pandeglang,Jl. Raya Labuan Km.05 Carita,-,20600460
602,SMAN 3 Pandeglang,Jl. Perintis Kemerdekaan Km 2,-,20600467
603,SMAN 14 Pandeglang,Maja Cibiuk Km. 7 Banjar,-,20600469
604,MA Mathlaul Anwar,Pasirdurung,-,20600985
605,MA Mathlaul Anwar,Kp. Cempakasari Desa Sukaraja,-,20602264
606,SMA  Darul Ishlah,Jl. Raya Serang Km.35 Cikande Jayanti,-,20603169
607,SMAN 6 Kabupaten Tangerang,Jl.Aria Jaya Sentika No. 52 Tigaraksa,-,20603269
608,SMAN 1 Ciomas,Jl.Raya Pasar Ciomas,-,20605102
609,MA Al-Muawanah Cipadang,Kp. Cangkeuteuk Ds. Cipadang - Kec. Cileles,-,20613605
610,SMAN 1 Bandung,Kp. Yudha,-,20613795
611,SMA Pasundan Pandeglang,Jl Raya Labuan Km 5,-,20600438
612,SMAN 6 Pandeglang,Jl. Pendidikan No. 2,-,20600464
613,MA Darul Muqimin,Babakan Gorobog,-,20600992
614,SMA Cendrawasih Ii,Komplek Deplu 74,-,20603163
615,SMA Daarul Mujtahidin,Jl. Bugel - Pabuaran,-,20603166
616,SMAN 1 Kota Tangerang Selatan,Jl. Pendidikan No.49,-,20603359
617,SMAN 3 Kota Tangerang Selatan,Benda Baru,-,20603368
618,MA Nurul Falah,Jl. Cipaeh Soge Desa Talok Kresek,-,20604024
619,SMA PGRI Kragilan Serang,Jl. Raya Jakarta Km. 15,-,20605365
620,SMAN 1 Cilegon,Jl. Kh. Tb. Ismail Kav. Blok F,-,20606289
621,SMA Kristen . Kanaan,Jl. Sukamanah No.11 Tangerang,-,20606512
622,SMAN 8 Tangerang,Jl. Besi Raya Perumnas Ii Tangerang,-,20606814
623,SMA Syekh Yusuf,Jl. Maulana Yusuf No.1,-,20606832
624,SMAN 10 Tangerang,Jl. Veteran No.2,-,20606852
625,MA Darul Ulum,Rawa Rotan Tangerang,-,20607062
626,SMAN 1 Gunungsari,Jl. Raya Gunungsari,-,20613794
627,SMA Arif Rahmah Hakim,Jl. Taman Makam Bahagia Abri Parigi Pondok Aren,-,20603158
628,MA Bina Trampil,Kp. Cibadak- Suradita,-,20603970
629,SMAN 1 Cinangka,Jl. Cidanau Ciparay,-,20605090
630,MA Mambaussalam,Jl. Warung Selikur Km. 7,-,20605696
631,SMA Kh. Wasyid Cilegon,Jl. Kh. Wasyid No. 06 Cilegon,-,20606293
632,MAN Cilegon,Jl. Ir. Sutami Km.2.5,-,20606372
633,SMA Nusa Putra,Jl. Teuku Umar No.12,-,20606515
634,SMA Agape Bkkk,Jl. Kebon Jahe No.2,-,20606552
635,MA Tarbiyah Islamiyah,Jl. Adi Sucipto,-,20607073
636,MA Darul Fikri,Desa Kadujajar - Malingping,-,20613646
637,SMA At-Taawun,Jl Raya Labuan Km. 8 Tegallega,-,20600445
638,SMAN 1 Warunggunung,Jl.Raya Pandeglang Km.12,-,20601873
639,SMAN 1 Rangkasbitung,Jl.R.T Hardiwinangun No.24,-,20601874
640,SMA Mandiri Balaraja,Jl. Raya Kresek Balaraja,-,20603351
641,MA Islamiyah,Kp. Bedeng Ds Kemuning,-,20604014
642,SMA Al-Khairiyah Tanara,Jl. Syekh Nawawi Tanara No. 3,-,20605341
643,SMA PGRI 2 Serang,Jl. Kh. Abdul Fatah Hasan 17B,-,20605364
644,MA Nurul Falah,Cigudeg Sindang Sari,-,20605692
645,MA Al Ianah Jangkar,Jangkar Tegal Ratu,-,20606350
646,SMAN 24 Kabupaten Tangerang,Jl. Pasar Kemis,-,20613464
647,SMA  PGRI Teluknaga,Jl. Teluknaga,-,20613546
648,SMAN 27 Kabupaten Tangerang,Perum Bukit Cikasungka Telp. 021-59761128 Soelar,-,20613471
649,SMAN 1 Pandeglang,Jl.Raya Serang Km 03,-,20600451
650,SMA Bina Bhakti,Jl. Pendidikan No.1 Kronjo Pasilian Kronjo,-,20603161
651,SMA Islam Al Falah Kresek,Jl.Raya Syech Nawawi Tanara,-,20603341
652,SMAN 5 Kabupaten Tangerang,Jl. Salembaran No.29 Selembaran Jaya  Kosambi,-,20603364
653,SMAN 1 Kramatwatu,Jl. Pancoran No.1 Kramatwatu,-,20605108
654,SMAN 1 Pabuaran,Jl. Raya Batukuwung Pabuaran,-,20605110
655,SMA Al Khairiyah 1 Cilegon,Jl. Sunan Bonang Link. Penuaan Ds. Kubangsari,-,20606298
656,SMA Budi Mulia,Jl. Hos. Cokroaminoto No.1,-,20606527
657,SMA Pribadi 2,Jl. Kavling Pemda 1 No.5,-,20606838
658,MA Nurul Falah,Jl. Moh. Toha Km. 3.8,-,20607071
659,SMA Plus Ibnu Rusydi,Jln. Maulana Hasanudin Cipondoh Makmur,-,20607786
660,SMA Ki Hajar Dewantoro,Jl. Kh. Hasyim Ashari Km. 9 Pinang,-,20607785
661,MA Wasilatul Husna,Desa Hariang - Kec. Sobang,-,20613654
662,SMAN 12 Pandeglang,Jl. Raya Munjul Km. 1 Picung,-,20600471
663,MA Malnu Pusat Menes,Jl. Alun Alun Timur Menes,-,20600987
664,SMAN 1 Leuwidamar,Jl.Raya Leuwidamar Km.22,-,20601877
665,SMA Kebangsaan,Kodam Bintaro Km. 5,-,20603348
666,SMA PGRI Serpong,Jl. Pahlawan Seribu Serpong,-,20603354
667,SMAN 3 Kabupaten Tangerang,Jl.Raya Curug Ds Kadu Jaya Kec.Curug,-,20603361
668,MA Al Jauharotun Naqiyah,Jl. Mekar Baru Kampung Merapit,-,20603964
669,MA Al Ikhwaniyah,Jl. Panti Asuhan,-,20603978
670,MAN Tigaraksa,Jl. Aria Wangsa Kara,-,20603984
671,MA Raudlatul Irfan,Jl. Arya Wangsakara No. 15,-,20604002
672,SMA Almubarok,Jl. Kh. Abdul Latif 07,-,20605321
673,MA Sholatiyah,Kepandean,-,20605619
674,MA Massaratul Mutaalimin,Komplek Masjid Agung Banten,-,20605695
675,MA Al Jauharotunnaqiyyah Palas,Jl. Purbaya No.271 Palas,-,20606348
676,SMA Harapan Jaya Ii,Jl. H. Mansur No.25,-,20606504
677,SMA Fatahillah,Jl. Masjid Ix Rt.02/07,-,20606506
678,SMAN 5 Tangerang,Ciujung Raya No.3 Perumnas I,-,20606831
679,SMA Poris Indah,Komp. Poris Indah Blok D No No 542 Cipondoh Kota T,-,20606840
680,MA Ibnu Rusydi,Jl. Maulana Hasanudin No.43,-,20607061
681,MA As Salam,Jl. Madrasah No. 16,-,20607066
682,MA Mathlaul Anwar,Jl. Raya Gunungkencana-Ciliman Km 02,-,20602265
683,MA Hidayah Islamiyah,Pasir Kopo Ds. Cibuah - Kec. Warunggunung,-,20602266
684,MA Al - Khairiyah Rawa Arum,Jl. Mayjend Soetoyo Km.7,-,20606340
685,MA Mathlaul Anwar,Kp. Cangkeuteuk Ds. Cipadang Kec. Cileles,-,20602263
686,MA Mambaussholihin Darepa,Pandeglang,-,20607423
687,MA Al-Mujtahidin,Malang Nengah Bendungan,-,20602242
688,MA Daarululum,Panyaungan,-,20602252
689,MA Fathurrobbaaniy,Kp. Sawah Salam Kel. Cijoro - Kec. Rangkasbitung,-,20602267
690,SMAN 1 Kopo,Jl. Raya Cikande Maja,-,20613788
691,SMA Al Kautsar Karang Kitri,Jl. Raya Pandeglang Km.9,-,20613992
692,MA Al Hasaniyah,Jl. Kh.M.Hasan No. 24 Rawalini,-,20603990
693,MA Darussalam,Jl. H. Rasam Parigi Baru 3/3,-,20603993
694,MA Darun Najah,Jl. Palka Km 7 Pabuaran,-,20605698
695,MA Raudlatul Mutaallimin,Kp. Sidadung,-,20605706
696,MA Al Hasyimiyah Tegal Ratu,Jl. Sunan Gunung Jati No.12,-,20606352
697,SMA Perguruan Buddhi,Jl. Imam Bonjol No.41,-,20606499
698,SMA Citra Kasih,Jl. Delta Raya Perumahan Cimone Permai,-,20606526
699,SMA Asysyakirin,Jl. Kh Hasyim Ashari 7 Pinang,-,20606546
700,SMA Kristen Tunas Bangsa,Jl. Kelapa Gading Selatan Sektor Ii A Blok Ha I No. 1 Telp 0215474343,-,20613974
701,MAN Bayah,Jl. Raya Bayah - Cikotok Km.1,-,20602268
702,SMAN 4 Kota Tangerang Selatan,Wr. Supratman Komp. Pertamina No.1,-,20603270
703,MA Daarul Falah,Kp. Masigit Rt. 13/05,-,20605684
704,MA Islamiyah,Jl. Batu Kuwung No. 2,-,20605703
705,SMAN 5 Cilegon,Jl. Kh Tb. Ismail Kav. Blok F,-,20606269
706,SMA Negeri 1 Bayah,Jl.Raya Malingping Km.25 Bayah,-,20601881
707,MA Al-Hidayah,Ds. Wanti Sari - Kec. Leuwidamar,-,20602244
708,SMA Raudlatul Athfal,Jl. Kh. Fayumi Thowiel Astana,-,20605348
709,MA Daar El Istiqomah,Jl. Panancangan-Kubang Apu,-,20605657
